erased_artist,prompt_artist,prompt,score1,score2,score3
None,vincentvangogh,Green Wheat Field with Cypress by Vincent van Gogh,30.032073974609375,29.28885841369629,28.569114685058594
None,vincentvangogh,"Harvest at La Crau, with Montmajour in the Background by Vincent van Gogh",34.550628662109375,29.685911178588867,30.018081665039062
None,vincentvangogh,"Harvest at La Crau, with Montmajour in the Background by Vincent van Gogh",33.60423278808594,30.0224609375,27.686542510986328
None,vincentvangogh,"Harvest at La Crau, with Montmajour in the Background by Vincent van Gogh",34.17585372924805,30.97042465209961,28.13413429260254
None,vincentvangogh,"Harvest at La Crau, with Montmajour in the Background by Vincent van Gogh",32.305057525634766,30.91933822631836,25.609350204467773
None,vincentvangogh,"Harvest at La Crau, with Montmajour in the Background by Vincent van Gogh",36.630977630615234,31.37557601928711,30.228918075561523
None,vincentvangogh,Irises by Vincent van Gogh,35.679466247558594,30.315792083740234,31.987285614013672
None,vincentvangogh,Irises by Vincent van Gogh,35.46120071411133,29.698762893676758,31.434965133666992
None,vincentvangogh,Irises by Vincent van Gogh,35.137596130371094,31.786584854125977,29.182401657104492
None,vincentvangogh,Irises by Vincent van Gogh,34.40711975097656,28.505504608154297,32.51463317871094
None,vincentvangogh,Irises by Vincent van Gogh,35.91575241088867,30.718463897705078,31.486093521118164
None,vincentvangogh,La Mousmé by Vincent van Gogh,34.30583572387695,31.467134475708008,27.878671646118164
None,vincentvangogh,La Mousmé by Vincent van Gogh,32.09547424316406,31.368648529052734,26.42616844177246
None,vincentvangogh,La Mousmé by Vincent van Gogh,30.152013778686523,31.009916305541992,24.20589256286621
None,vincentvangogh,La Mousmé by Vincent van Gogh,29.38144874572754,30.624431610107422,23.699655532836914
None,vincentvangogh,La Mousmé by Vincent van Gogh,34.400211334228516,32.3477897644043,27.42057991027832
None,vincentvangogh,Landscape at Saint-Rémy by Vincent van Gogh,30.834245681762695,30.80255889892578,27.000268936157227
None,vincentvangogh,Landscape at Saint-Rémy by Vincent van Gogh,32.689998626708984,30.70392608642578,29.338777542114258
None,vincentvangogh,Landscape at Saint-Rémy by Vincent van Gogh,28.254274368286133,29.250144958496094,26.022809982299805
None,vincentvangogh,Landscape at Saint-Rémy by Vincent van Gogh,33.155311584472656,29.589021682739258,29.75732421875
None,vincentvangogh,Landscape at Saint-Rémy by Vincent van Gogh,30.48337745666504,30.948945999145508,24.972543716430664
None,vincentvangogh,Landscape with Snow by Vincent van Gogh,34.18380355834961,29.881017684936523,30.350589752197266
None,vincentvangogh,Landscape with Snow by Vincent van Gogh,29.67546272277832,30.135059356689453,26.949750900268555
None,vincentvangogh,Landscape with Snow by Vincent van Gogh,30.27671241760254,30.305498123168945,27.143081665039062
None,vincentvangogh,Landscape with Snow by Vincent van Gogh,30.64216423034668,30.806468963623047,26.027259826660156
None,vincentvangogh,Landscape with Snow by Vincent van Gogh,34.26191329956055,30.452526092529297,29.20067596435547
None,vincentvangogh,Olive Trees by Vincent van Gogh,32.976016998291016,29.423442840576172,29.296260833740234
None,vincentvangogh,Olive Trees by Vincent van Gogh,35.19091033935547,29.859424591064453,29.788124084472656
None,vincentvangogh,Olive Trees by Vincent van Gogh,34.71703338623047,28.932588577270508,29.900955200195312
None,vincentvangogh,Olive Trees by Vincent van Gogh,35.13222885131836,30.52439308166504,29.31637191772461
None,vincentvangogh,Olive Trees by Vincent van Gogh,33.95098876953125,29.92287826538086,28.930992126464844
None,vincentvangogh,Peasant Woman Binding Sheaves by Vincent van Gogh,36.49230194091797,30.76087760925293,34.40699768066406
None,vincentvangogh,Peasant Woman Binding Sheaves by Vincent van Gogh,30.12506866455078,30.471111297607422,27.406375885009766
None,vincentvangogh,Peasant Woman Binding Sheaves by Vincent van Gogh,36.7476806640625,31.45567512512207,31.438743591308594
None,vincentvangogh,Peasant Woman Binding Sheaves by Vincent van Gogh,37.27573776245117,26.971817016601562,35.935760498046875
None,vincentvangogh,Peasant Woman Binding Sheaves by Vincent van Gogh,33.338172912597656,29.23628044128418,32.562191009521484
None,vincentvangogh,Portrait of Dr. Gachet by Vincent van Gogh,30.564218521118164,30.435401916503906,26.363245010375977
None,vincentvangogh,Portrait of Dr. Gachet by Vincent van Gogh,32.213436126708984,31.81662940979004,25.306764602661133
None,vincentvangogh,Portrait of Dr. Gachet by Vincent van Gogh,31.162389755249023,31.559967041015625,25.78499984741211
None,vincentvangogh,Portrait of Dr. Gachet by Vincent van Gogh,32.04847717285156,32.25642013549805,25.391494750976562
None,vincentvangogh,Portrait of Dr. Gachet by Vincent van Gogh,28.9498233795166,29.19422149658203,24.928049087524414
None,vincentvangogh,Portrait of Joseph Roulin by Vincent van Gogh,28.839170455932617,31.318256378173828,23.03009033203125
None,vincentvangogh,Portrait of Joseph Roulin by Vincent van Gogh,28.592634201049805,32.38018798828125,23.77080726623535
None,vincentvangogh,Portrait of Joseph Roulin by Vincent van Gogh,32.34779357910156,31.17912483215332,24.886587142944336
None,vincentvangogh,Portrait of Joseph Roulin by Vincent van Gogh,31.023231506347656,32.5225944519043,24.56157875061035
None,vincentvangogh,Portrait of Joseph Roulin by Vincent van Gogh,29.198902130126953,32.35840606689453,23.977445602416992
None,vincentvangogh,Red Vineyards at Arles by Vincent van Gogh,35.401065826416016,29.537879943847656,31.901416778564453
None,vincentvangogh,Red Vineyards at Arles by Vincent van Gogh,33.84339904785156,29.213546752929688,31.31509780883789
None,vincentvangogh,Red Vineyards at Arles by Vincent van Gogh,35.065406799316406,28.302928924560547,32.960575103759766
None,vincentvangogh,Red Vineyards at Arles by Vincent van Gogh,34.70195007324219,28.693754196166992,31.99545669555664
None,vincentvangogh,Red Vineyards at Arles by Vincent van Gogh,34.47547912597656,28.442174911499023,32.035221099853516
None,vincentvangogh,Rooftops in Paris by Vincent van Gogh,36.25050354003906,29.32807731628418,29.746585845947266
None,vincentvangogh,Rooftops in Paris by Vincent van Gogh,31.540220260620117,27.762054443359375,27.096267700195312
None,vincentvangogh,Rooftops in Paris by Vincent van Gogh,35.18049240112305,29.367002487182617,30.506956100463867
None,vincentvangogh,Rooftops in Paris by Vincent van Gogh,35.97349548339844,31.21508026123047,29.39363670349121
None,vincentvangogh,Rooftops in Paris by Vincent van Gogh,34.928890228271484,28.724231719970703,31.46701431274414
None,vincentvangogh,Self-portrait with Bandaged Ear by Vincent van Gogh,30.38762855529785,31.223243713378906,24.51468276977539
None,vincentvangogh,Self-portrait with Bandaged Ear by Vincent van Gogh,30.16433334350586,30.48493003845215,26.434072494506836
None,vincentvangogh,Self-portrait with Bandaged Ear by Vincent van Gogh,31.639789581298828,31.88825225830078,25.87282371520996
None,vincentvangogh,Self-portrait with Bandaged Ear by Vincent van Gogh,31.355976104736328,32.59049606323242,24.486799240112305
None,vincentvangogh,Self-portrait with Bandaged Ear by Vincent van Gogh,33.84028244018555,32.69047164916992,27.867708206176758
None,vincentvangogh,Sorrow by Vincent van Gogh,30.372316360473633,31.631629943847656,22.81815528869629
None,vincentvangogh,Sorrow by Vincent van Gogh,31.495710372924805,27.05023193359375,25.022113800048828
None,vincentvangogh,Sorrow by Vincent van Gogh,32.97040939331055,29.01896858215332,24.481889724731445
None,vincentvangogh,Sorrow by Vincent van Gogh,32.401214599609375,32.824710845947266,23.162586212158203
None,vincentvangogh,Sorrow by Vincent van Gogh,30.64703369140625,29.049142837524414,23.3345890045166
None,vincentvangogh,Sower with Setting Sun by Vincent van Gogh,35.03965377807617,29.960304260253906,29.514307022094727
None,vincentvangogh,Sower with Setting Sun by Vincent van Gogh,33.22673034667969,28.946125030517578,28.71497344970703
None,vincentvangogh,Sower with Setting Sun by Vincent van Gogh,36.37477111816406,30.303298950195312,31.78009605407715
None,vincentvangogh,Sower with Setting Sun by Vincent van Gogh,34.12922668457031,30.756980895996094,31.101280212402344
None,vincentvangogh,Sower with Setting Sun by Vincent van Gogh,34.0758056640625,29.838520050048828,28.838502883911133
None,vincentvangogh,Starry Night Over the Rhone by Vincent van Gogh,34.062164306640625,30.191219329833984,31.119993209838867
None,vincentvangogh,Starry Night Over the Rhone by Vincent van Gogh,33.42781066894531,29.66122055053711,31.572765350341797
None,vincentvangogh,Starry Night Over the Rhone by Vincent van Gogh,34.534481048583984,30.223161697387695,32.06005096435547
None,vincentvangogh,Starry Night Over the Rhone by Vincent van Gogh,34.19715881347656,29.84483528137207,31.38345718383789
None,vincentvangogh,Starry Night Over the Rhone by Vincent van Gogh,34.472877502441406,30.344789505004883,31.39165687561035
None,vincentvangogh,Starry Night by Vincent van Gogh,33.24945068359375,29.750568389892578,32.24052047729492
None,vincentvangogh,Starry Night by Vincent van Gogh,32.62039566040039,29.87300682067871,29.74998664855957
None,vincentvangogh,Starry Night by Vincent van Gogh,32.26260757446289,28.44031524658203,30.71623420715332
None,vincentvangogh,Starry Night by Vincent van Gogh,33.83759689331055,29.277334213256836,33.16944885253906
None,vincentvangogh,Starry Night by Vincent van Gogh,34.09590148925781,29.552227020263672,32.60660934448242
None,vincentvangogh,Sunflowers by Vincent van Gogh,32.77885437011719,28.260648727416992,31.87325668334961
None,vincentvangogh,Sunflowers by Vincent van Gogh,33.91173553466797,31.521472930908203,28.9529972076416
None,vincentvangogh,Sunflowers by Vincent van Gogh,32.674739837646484,30.541688919067383,29.674022674560547
None,vincentvangogh,Sunflowers by Vincent van Gogh,33.56549835205078,30.207847595214844,31.407135009765625
None,vincentvangogh,Sunflowers by Vincent van Gogh,32.85261535644531,31.122648239135742,29.224821090698242
None,vincentvangogh,The Bedroom by Vincent van Gogh,29.85047149658203,28.284326553344727,28.966157913208008
None,vincentvangogh,The Bedroom by Vincent van Gogh,34.173614501953125,29.734716415405273,29.523212432861328
None,vincentvangogh,The Bedroom by Vincent van Gogh,34.6180305480957,30.614704132080078,28.45708465576172
None,vincentvangogh,The Bedroom by Vincent van Gogh,36.354522705078125,31.105974197387695,28.51455307006836
None,vincentvangogh,The Bedroom by Vincent van Gogh,34.59401321411133,30.01643943786621,28.307897567749023
None,vincentvangogh,The Church at Auvers by Vincent van Gogh,35.908634185791016,31.85491180419922,29.433095932006836
None,vincentvangogh,The Church at Auvers by Vincent van Gogh,37.34098815917969,31.71007537841797,29.47014617919922
None,vincentvangogh,The Church at Auvers by Vincent van Gogh,36.784034729003906,31.3321590423584,29.69739532470703
None,vincentvangogh,The Church at Auvers by Vincent van Gogh,36.48981475830078,30.511993408203125,29.827829360961914
None,vincentvangogh,The Church at Auvers by Vincent van Gogh,37.47317123413086,31.858932495117188,31.042564392089844
None,vincentvangogh,The Cottage by Vincent van Gogh,36.4874382019043,31.54972267150879,26.960559844970703
None,vincentvangogh,The Cottage by Vincent van Gogh,35.50115966796875,32.18013381958008,27.393293380737305
None,vincentvangogh,The Cottage by Vincent van Gogh,34.490333557128906,30.983089447021484,26.429122924804688
None,vincentvangogh,The Cottage by Vincent van Gogh,35.70022201538086,32.56491470336914,27.19806480407715
None,vincentvangogh,The Cottage by Vincent van Gogh,36.538997650146484,32.183929443359375,26.62323760986328
None,vincentvangogh,The Mulberry Tree by Vincent van Gogh,32.00014114379883,30.8873233795166,27.997026443481445
None,vincentvangogh,The Mulberry Tree by Vincent van Gogh,33.796016693115234,30.75197982788086,27.422773361206055
None,vincentvangogh,The Mulberry Tree by Vincent van Gogh,31.834978103637695,30.670547485351562,28.400468826293945
None,vincentvangogh,The Mulberry Tree by Vincent van Gogh,30.50483512878418,29.610193252563477,28.25676727294922
None,vincentvangogh,The Mulberry Tree by Vincent van Gogh,31.137767791748047,30.232017517089844,26.915067672729492
None,vincentvangogh,The Night Café by Vincent van Gogh,33.095123291015625,29.345958709716797,29.867828369140625
None,vincentvangogh,The Night Café by Vincent van Gogh,30.206302642822266,28.766691207885742,26.93854331970215
None,vincentvangogh,The Night Café by Vincent van Gogh,37.294700622558594,31.136110305786133,30.141115188598633
None,vincentvangogh,The Night Café by Vincent van Gogh,38.291542053222656,34.618019104003906,29.836463928222656
None,vincentvangogh,The Night Café by Vincent van Gogh,33.05927658081055,27.703821182250977,29.781177520751953
None,vincentvangogh,The Old Mill by Vincent van Gogh,31.49724578857422,31.672460556030273,23.3189754486084
None,vincentvangogh,The Old Mill by Vincent van Gogh,29.24577522277832,31.247966766357422,22.922636032104492
None,vincentvangogh,The Old Mill by Vincent van Gogh,31.707595825195312,30.535167694091797,26.900123596191406
None,vincentvangogh,The Old Mill by Vincent van Gogh,33.266170501708984,31.20805549621582,25.606849670410156
None,vincentvangogh,The Old Mill by Vincent van Gogh,30.449787139892578,31.562705993652344,21.78276252746582
None,vincentvangogh,The Potato Eaters by Vincent van Gogh,36.701045989990234,28.958219528198242,29.044187545776367
None,vincentvangogh,The Potato Eaters by Vincent van Gogh,38.176326751708984,30.536090850830078,28.701417922973633
None,vincentvangogh,The Potato Eaters by Vincent van Gogh,38.15371322631836,31.161624908447266,28.740495681762695
None,vincentvangogh,The Potato Eaters by Vincent van Gogh,39.723907470703125,30.169891357421875,28.579532623291016
None,vincentvangogh,The Potato Eaters by Vincent van Gogh,35.73435974121094,29.271703720092773,27.103496551513672
None,vincentvangogh,The Reaper by Vincent van Gogh,35.712425231933594,30.7524471282959,24.405675888061523
None,vincentvangogh,The Reaper by Vincent van Gogh,39.60236358642578,31.384733200073242,27.88165283203125
None,vincentvangogh,The Reaper by Vincent van Gogh,34.87894058227539,30.6572265625,24.477428436279297
None,vincentvangogh,The Reaper by Vincent van Gogh,34.66288375854492,29.852163314819336,24.23505973815918
None,vincentvangogh,The Reaper by Vincent van Gogh,34.75410842895508,30.184947967529297,24.527130126953125
None,vincentvangogh,The Red Vineyard by Vincent van Gogh,37.004459381103516,28.61412811279297,31.049514770507812
None,vincentvangogh,The Red Vineyard by Vincent van Gogh,35.428672790527344,28.83205795288086,30.475616455078125
None,vincentvangogh,The Red Vineyard by Vincent van Gogh,34.366363525390625,29.69881820678711,28.36397361755371
None,vincentvangogh,The Red Vineyard by Vincent van Gogh,35.55686569213867,29.676891326904297,29.31430435180664
None,vincentvangogh,The Red Vineyard by Vincent van Gogh,31.42936897277832,30.424516677856445,27.420564651489258
None,vincentvangogh,The Road Menders by Vincent van Gogh,34.441917419433594,30.7945556640625,23.770559310913086
None,vincentvangogh,The Road Menders by Vincent van Gogh,34.25112533569336,31.07004165649414,23.66704559326172
None,vincentvangogh,The Road Menders by Vincent van Gogh,34.0441780090332,30.71364974975586,24.10167694091797
None,vincentvangogh,The Road Menders by Vincent van Gogh,30.842485427856445,29.301483154296875,23.85494613647461
None,vincentvangogh,The Road Menders by Vincent van Gogh,33.003265380859375,30.7952823638916,23.14492416381836
None,vincentvangogh,The Siesta by Vincent van Gogh,33.649837493896484,29.8614559173584,26.56915283203125
None,vincentvangogh,The Siesta by Vincent van Gogh,35.139305114746094,30.418071746826172,28.389102935791016
None,vincentvangogh,The Siesta by Vincent van Gogh,31.28862953186035,30.724000930786133,24.242494583129883
None,vincentvangogh,The Siesta by Vincent van Gogh,28.94485855102539,30.730915069580078,22.898752212524414
None,vincentvangogh,The Siesta by Vincent van Gogh,34.14959716796875,32.02557373046875,25.231027603149414
None,vincentvangogh,The Starry Night Over the Rhône by Vincent van Gogh,33.29622268676758,29.90107536315918,32.10868835449219
None,vincentvangogh,The Starry Night Over the Rhône by Vincent van Gogh,33.55653381347656,30.69550323486328,30.73048973083496
None,vincentvangogh,The Starry Night Over the Rhône by Vincent van Gogh,33.41493225097656,29.906024932861328,30.511384963989258
None,vincentvangogh,The Starry Night Over the Rhône by Vincent van Gogh,33.23859405517578,30.126630783081055,32.022159576416016
None,vincentvangogh,The Starry Night Over the Rhône by Vincent van Gogh,32.60517120361328,29.89396095275879,30.597532272338867
None,vincentvangogh,The Starry Night by Vincent van Gogh,32.69707489013672,29.649368286132812,31.707805633544922
None,vincentvangogh,The Starry Night by Vincent van Gogh,33.223236083984375,28.810617446899414,32.06733322143555
None,vincentvangogh,The Starry Night by Vincent van Gogh,35.375022888183594,30.16282844543457,33.34272384643555
None,vincentvangogh,The Starry Night by Vincent van Gogh,33.54247283935547,30.204042434692383,32.0233268737793
None,vincentvangogh,The Starry Night by Vincent van Gogh,33.37193298339844,29.700807571411133,32.704132080078125
None,vincentvangogh,The Weaver by Vincent van Gogh,35.07961654663086,31.259620666503906,24.84132957458496
None,vincentvangogh,The Weaver by Vincent van Gogh,33.23275375366211,33.14051055908203,23.724088668823242
None,vincentvangogh,The Weaver by Vincent van Gogh,35.846622467041016,31.756092071533203,24.48238754272461
None,vincentvangogh,The Weaver by Vincent van Gogh,32.157100677490234,30.718534469604492,22.88849639892578
None,vincentvangogh,The Weaver by Vincent van Gogh,34.9727668762207,31.521955490112305,24.69333839416504
None,vincentvangogh,The White Orchard by Vincent van Gogh,31.116575241088867,31.787729263305664,23.32322120666504
None,vincentvangogh,The White Orchard by Vincent van Gogh,28.16888999938965,31.341760635375977,23.363954544067383
None,vincentvangogh,The White Orchard by Vincent van Gogh,30.021207809448242,31.52082061767578,23.053728103637695
None,vincentvangogh,The White Orchard by Vincent van Gogh,32.68342971801758,32.073612213134766,23.0988712310791
None,vincentvangogh,The White Orchard by Vincent van Gogh,31.5527400970459,29.553869247436523,24.203842163085938
None,vincentvangogh,The Yellow House by Vincent van Gogh,36.204952239990234,32.126338958740234,28.400049209594727
None,vincentvangogh,The Yellow House by Vincent van Gogh,34.57366943359375,31.56399154663086,27.557546615600586
None,vincentvangogh,The Yellow House by Vincent van Gogh,37.2786750793457,31.93989372253418,29.18085479736328
None,vincentvangogh,The Yellow House by Vincent van Gogh,35.033138275146484,32.19111633300781,27.428909301757812
None,vincentvangogh,The Yellow House by Vincent van Gogh,33.17540740966797,31.652006149291992,26.336395263671875
None,vincentvangogh,The Zouave by Vincent van Gogh,34.3359489440918,32.12371063232422,27.28542137145996
None,vincentvangogh,The Zouave by Vincent van Gogh,35.779075622558594,31.317800521850586,28.580041885375977
None,vincentvangogh,The Zouave by Vincent van Gogh,32.50847244262695,33.02070617675781,25.50143051147461
None,vincentvangogh,The Zouave by Vincent van Gogh,32.61350631713867,31.61970329284668,27.739120483398438
None,vincentvangogh,The Zouave by Vincent van Gogh,27.056652069091797,31.04872703552246,19.69643211364746
None,vincentvangogh,Two Cut Sunflowers by Vincent van Gogh,33.541927337646484,31.295650482177734,30.038955688476562
None,vincentvangogh,Two Cut Sunflowers by Vincent van Gogh,33.123809814453125,30.8779354095459,29.954683303833008
None,vincentvangogh,Two Cut Sunflowers by Vincent van Gogh,32.73377990722656,30.860645294189453,27.929473876953125
None,vincentvangogh,Two Cut Sunflowers by Vincent van Gogh,32.40468978881836,30.146997451782227,27.71891975402832
None,vincentvangogh,Two Cut Sunflowers by Vincent van Gogh,34.22211837768555,29.781003952026367,30.64374351501465
None,vincentvangogh,Vase with Fifteen Sunflowers by Vincent van Gogh,33.38885498046875,29.37043571472168,33.142730712890625
None,vincentvangogh,Vase with Fifteen Sunflowers by Vincent van Gogh,34.715938568115234,29.500234603881836,35.15404510498047
None,vincentvangogh,Vase with Fifteen Sunflowers by Vincent van Gogh,32.9205436706543,31.069732666015625,30.58464813232422
None,vincentvangogh,Vase with Fifteen Sunflowers by Vincent van Gogh,34.67569351196289,29.655324935913086,35.84739303588867
None,vincentvangogh,Vase with Fifteen Sunflowers by Vincent van Gogh,34.82767868041992,30.168304443359375,35.180946350097656
None,vincentvangogh,Vase with Twelve Sunflowers by Vincent van Gogh,33.72399139404297,28.92528533935547,34.59836196899414
None,vincentvangogh,Vase with Twelve Sunflowers by Vincent van Gogh,34.07752227783203,31.090890884399414,31.568496704101562
None,vincentvangogh,Vase with Twelve Sunflowers by Vincent van Gogh,33.687599182128906,30.51865005493164,32.66965866088867
None,vincentvangogh,Vase with Twelve Sunflowers by Vincent van Gogh,31.944339752197266,30.25425148010254,31.954681396484375
None,vincentvangogh,Vase with Twelve Sunflowers by Vincent van Gogh,35.034053802490234,30.544063568115234,33.326419830322266
None,vincentvangogh,Vincent's Chair by Vincent van Gogh,38.30775451660156,30.692184448242188,34.8280143737793
None,vincentvangogh,Vincent's Chair by Vincent van Gogh,37.451961517333984,29.78690528869629,34.828548431396484
None,vincentvangogh,Vincent's Chair by Vincent van Gogh,36.04568862915039,29.17243766784668,32.93537521362305
None,vincentvangogh,Vincent's Chair by Vincent van Gogh,38.60725021362305,30.96243667602539,34.944828033447266
None,vincentvangogh,Vincent's Chair by Vincent van Gogh,39.06283187866211,31.86080551147461,35.71495819091797
None,vincentvangogh,Wheat Field with Reaper and Sun by Vincent van Gogh,34.026885986328125,28.46910285949707,32.24192810058594
None,vincentvangogh,Wheat Field with Reaper and Sun by Vincent van Gogh,32.62677001953125,29.739179611206055,31.955982208251953
None,vincentvangogh,Wheat Field with Reaper and Sun by Vincent van Gogh,32.566375732421875,28.956634521484375,30.4202880859375
None,vincentvangogh,Wheat Field with Reaper and Sun by Vincent van Gogh,32.68492126464844,29.381298065185547,30.026695251464844
None,vincentvangogh,Wheat Field with Reaper and Sun by Vincent van Gogh,33.48469543457031,30.041759490966797,31.034439086914062
None,vincentvangogh,Wheatfield with Crows by Vincent van Gogh,32.241455078125,30.020458221435547,29.512142181396484
None,vincentvangogh,Wheatfield with Crows by Vincent van Gogh,34.4442024230957,28.94080924987793,32.470314025878906
None,vincentvangogh,Wheatfield with Crows by Vincent van Gogh,36.60102462768555,30.51079559326172,33.52838897705078
None,vincentvangogh,Wheatfield with Crows by Vincent van Gogh,33.67751693725586,31.790197372436523,28.554916381835938
None,vincentvangogh,Wheatfield with Crows by Vincent van Gogh,34.319732666015625,31.142850875854492,30.491918563842773
